review,sentiment
"Roy Scheider is not Steve McQueen or Clint Eastwood but then who is? The Seven-Ups is one of the better cop movies, even today, and is second only to McQueen's Bullitt and the Dirty Harry series, which isn't bad company. There are three things that seem to make a good cop movie: Believable script with great acting, great car chase scenes, and some heavy action. This movie has all three and the car chase scene is better than that in Dirty Harry. Scheider plays the head of a group of cops out to get NY's bad guys sentenced to seven years or more; hence the name Seven-Ups. Overall, not quite up to Dirty Harry or Bullitt but far better than all of the cop movies made since the Dirty Harry series. 9/10.",1
"Solange is not a great Italian thriller. Get ready for the spoiler - the main suspect, the professor, didn't do it. But is it really a spoiler? No, because you know that he couldn't have been the murderer from the very beginning; he and a student witnessed the first murder. So, there is absolutely no suspense as to whether or not the professor is the killer. There is a long, tedious build up to the final explanation of the mystery. The solution is interesting, but it comes out of nowhere. The rest of the movie (and it's not a short movie) is just not exciting enough to hold your interest. Even in the tradition of ""wrong man accused"" it fails, because the police never seriously accuse the professor, and the killer is never after him. Dull, dull, dull.",0
"Nothing short of magnificent photography/cinematography in this film. The fact that you keep seeking and hoping for more flying sequences, tells you that they have just enough. The acting is fantastic, the stories are seamlessly woven together, and the dogs are splendid.............<br /><br />A must rent, view, or see.<br /><br />Don't be afraid of subtitles........<br /><br />its worth a little aversion therapy<br /><br />10/10<br /><br />",1
"The commercials for RAT RACE made it look too juvenile for me to enjoy, but since my boyfriend adores this movie (and the soundtrack), I finally relented and watched it with him tonight. I make him watch David Lynch films and all sorts of obscure indie stuff (I recently forced URBANIA on him), so I felt I owed him an innocuous Hollywood product.<br /><br />I didn't want to hurt his feelings, so I saved my bitching for y'alls. Yeah, RAT RACE has its moments, but a great deal of it irritated me. Let's start at the beginning. RAT RACE was marketed as a ""family film,"" so I was a little surprised to discover that the first scene centered around a porno movie. (I can hear it now: ""Mommy, what does AFRO WHORES mean?"") This scene has no purpose in this movie other than to cram some naughtiness into a PG-13 movie.<br /><br />And while we're still on the segments in the casino, it's pretty convenient that all the characters happened to play, within the same time frame, the slots that held the gold coins. What would have happened if they didn't? Would those millionaire gamblers just sit around and wait? And how did they get those gold coins in the slots in the first place?<br /><br />But I'm belaboring a plot point that's necessary for the movie to exist, so I'll press on. About Whoopi and her long-lost daughter: they're meeting for the very first time, yet throughout their whole ordeal they don't discuss with each other anything about themselves. Why make their relationship such a presumably complicated one? Couldn't they have just been, say, a mother and daughter on vacation together? Why the business concerning a long-ago adoption? And why portray the daughter as a hard driving career woman chained to her cell phone who never again needs contact with her business? Did the screenplay just forget about this subplot and character trait?<br /><br />This illustrates the main weakness of this movie - the characters are inconsistent and interchangeable; it's exhausting when everyone is equally zany and with no identifying traits. And another thing - the events aren't plausible. Oh, sure, the characters can do some quirky things, but the characters themselves have to be believable. Take THE NAKED GUN (another Jerry Zucker movie) for example. Frank Drebin has some pretty exaggerated moments, but everything he does is, in theory, possible in his world. (Jane is also funny, but it's a different kind of funny, which makes all the difference.) A character in RAT RACE defying natural laws by leaping onto a speeding train destroys any plausibility the movie may have; these clearly aren't real people, so why should I care about them?<br /><br />Another problem I have with RAT RACE is a moral one. The characters obtain their modes of transport almost totally by theft. I know, I know, this is just a silly comedy, and the same actions didn't bother me fifteen years ago when I saw MILLION DOLLAR MYSTERY, but there's a lot of lawbreaking in RAT RACE, and it bothers me now. And I won't delve into the whole airport-sabotage sequence other than to wonder if the screenwriters didn't consider the real-life implications of such an action; was that scene funny before 9/11?<br /><br />I'll skip over the distasteful bits concerning the heart, the drugging of one's family and the Nazis (whose buildup and payoff worked better in an episode of ""Seinfeld""), and move on to complain about the acting. Rowan Atkinson started out annoying and ended insufferable; I don't know when I liked a comical character less. And the three Oscar winners need new agents. Whoopi came off best, but she didn't have much to work with (loved the copper perm and purple lipstick though); Kathy Bates' part was shrill but mercifully brief; Cuba, was...oh, man. Cuba, babe, please fire your agent! Following INSTINCT and CHILL FACTOR, this is your third strike (be glad I haven't seen PEARL HARBOR or SNOW DOGS) - it's time to give your '97 Best Supporting Actor Oscar back to its rightful owner (Edward Norton, for PRIMAL FEAR). An actor of your stature has no business running half-naked through the desert and being checked out by a transvestite Lucille Ball impersonator. Do you even read the scripts to your movies anymore, or are you reaching into a bag and pulling your next project out at random?<br /><br />There's other small points that bother me (how did Grisham and the hooker get to the loot so fast?), but, basically, RAT RACE amounts to little more than your basic batch of character types being hindered by arbitrary obstacles on their way to a rather underwhelming and inexplicable ending. They give the money to charity? What kind of ending is that?!? Yeah, it's the ""noble"" thing to do. Never mind the probability of cross-promotion/licensing whores Smash Mouth (do they ever say no to selling out?) putting on a benefit concert in the middle of the New Mexico desert, but who would honestly do such a thing? Yes, they say it's the journey, not the destination, that makes a trip worthwhile, but there's no journey without a destination. If there was ever an example of a ""wrong happy ending,"" this would be it. What a bummer end to a movie that, despite my nitpicking here, I did enjoy parts of (I confess to enjoying the bit with the cow and some of the Lucy stuff along with the character with the tongue piercing - at first I thought his indecipherable speech would run me up a wall, but he grew to be my favorite).<br /><br />But as far as my boyfriend knows, I found RAT RACE quite funny and charming.<br /><br />",0
"Chi-hwa-seong (Painted Fire) recounts the life of Korean painter Jang Seong-ub amidst the changing political landscape of late 19th century Korea.<br /><br />However, the themes of this film center around the process of artistic creation through the fire of desire of the artist and the expectations and demands of their audience and society.<br /><br />Jang seong-ub is played masterfully as a complex character who changes from the innocent excitement of youth to a hardened alcoholic tortured soul. This characterization mirrors the young eager artist that finds it more and more difficult to invoke the spirit of artistic creation within himself without letting the creative fire out via drink, erections, and desire.<br /><br />Although this character development proceeds overall gradually through the film, the emotional complexity of Jang is still played in a constantly oscillating manner building to the films' finale. Interestingly, the montage of the film parallels this constantly changing and seemingly wild emotion or fire of the artist as scenes seamlessly transition from one time and location to another without any conventional 'cues' to the audience that such a scene change will occur. For example, many scenes would change seemingly in mid conversation picking up at another point and location.<br /><br />The visual scenery of the film is presented beautifully and also oscillates from stark (and perhaps bleak) black and white scenery to more colorful and alive environments that again parallel the paintings of Jang either in simple black ink on white paper or with color added. Rainbows of color enter the film at points as the artist observes nature and especially women that then become reflected in his paintings.<br /><br />The theme of an artist's individual desire to create versus the expectations and demands of society arises in the film through various points including class distinction, the domination of government over the artist, the accepted norms of the artistic elite, and the base desires of the common masses. Instead of creating his own completely original works, Jang finds himself mostly recreating masterpieces of other artists throughout East Asia. The question thus arises if recreation itself deserves artistic merit.<br /><br />I wish that I was more familiar with the political events of the period to firmly grasp how they tied into the story - but beyond any comparison to the current role of Korean government in artistic expression and/or censorship I cannot comment.<br /><br />Overall an extremely well acted film and the cinematography is often breathtaking. A great film to see and then ponder over.",1
"City Hall takes on the politics of a city rather than country, state or any sort of major political table. Granted it shines on New York City which is a huge political arena, especially nowadays, but it still goes for a smaller scale and puts the microscope on a few key players in a city wide scandal stumbled on by the mayor's right hand. Director Harold Becker is a director very familiar with elements of the thriller having done Mercury Rising, Malice, and Domestic Disturbance and I think in many ways he incorporates so many of the formulaic thriller genre that its almost to a fault. I mean City Hall is meant to be a political drama, not a thriller but instead when all is said and done and once you get to the meat and potatoes of the film it feels and looks like a thriller but a decent one at that with very important part of the recipe that immediately makes it stand out...what else...or rather who else...Al Pacino. The film begins by giving you a really good look at life in the mayoral office and the inner workings of the city. As the film continues it broadens its political spectrum to include a democratic boss, and his connections and then we are introduced to some of the goings on within the city. As events unfold a mystery begins and the political aspect is kind of left in the background but it still has a brilliant set up.<br /><br />I absolutely hate talking about Al Pacino. I mean even if ONCE he didn't give a good performance how could I ever say it? The man is acting royalty. There is just something brilliant about his entire demeanor. In City Hall Pacino plays the New York City mayor. He has a sense of duty and honor and immediately appears to be a very upstanding politician. He also delivers one of the most powerful and outright engaging speeches I've ever seen at the 'James Bone' Funeral. I re-watched that speech four times and the first time I watched Pacino give it, my mouth gaped open and I almost wanted to stand up and applaud. Its brilliantly written and brilliantly delivered by Pacino. John Cusack, who I really do enjoy as an actor, turns in a mediocre and overdone performance as the deputy Mayor Kevin Calhoun. He is kind of the focus of the film and him and Pacino have good chemistry together when they are on screen but there is just something in this performance...he seems like he's trying too hard. His accent is just bizarre, and although he is supposed to be cutthroat and intimidating he doesn't get seem to pull it off. Maybe he was having an off film. Bridget Fonda, on her way out of her high point stardom does an okay job as attorney for police widows Marybeth Cogan. Her performance is very similar to Cusack's in that she just doesn't seem to find her groove with this character. Danny Aiello is terrific although his character is a little under explored as democratic boss with ties to the mafia Frank Anselmo. Martin Landau makes a decent cameo as Judge under scrutiny Walter Stern.<br /><br />The problem with City Hall is evident in my review of the characters and actors. Everyone is...okay. There is a lot of back story that they try to bring out without actually showing it and it unfortunately leaves you just a little bit confused about the whole conspiracy. And of course you have Al Pacino in a rather small supporting role but he's absolutely brilliant at it and outshines and overshadows every other actor in the film. It almost feels like maybe they are intimidated by him being on screen with them. So City Hall could have been this huge political epic drama/thriller but it felt cut and toned down to an average run of the mill one BUT it still has to be seen for Pacino and a different spin on the inner working of politics. If you just won't see this movie than find Pacino's speech at James Bone funeral because the word electrifying doesn't seem to give it justice but you can see what makes Al Pacino so incredible because in a mediocre film he pulls out this wallop of a speech and makes you feel it. If you're a John Cusack fan which I am...he's definitely done better but he is the main character and all in all he does get his justice. A decent movie but unfortunately potential loss. 7.5/10",1
"""ASTONISHING"" Screams the LA Times from the front of the DVD box. They must have been referring to the fact that such a sorry piece of crap was ever released. The film revolves around a bunch of girls who have a disease which forces them to become cannibals, and murder innocent people just to stay alive. Their skin peels off throughout the film, we also see severed legs, heads etc that are about as convincing as a Halloween Fuzzy Felt set. There is an awful lot of talking b*ll**ks, a bit of human cuisine and some weird zombie hunter chap who imprisons the sufferers of said skin illness in his closet strapped to a chair, before stabbing them in the head, chopping them into bits...<br /><br />You get the picture. Considering there is no acting talent on display at all, and the gore is laughably unrealistic, what is the point of this whole farrago? Again looking at the video box, the guy responsible for it is an ""underground cult director"". Would that be like those weird religious cults where they brainwash you into thinking one way when clearly the opposite is true? Because that's the only possible reason I can think of for anyone to derive pleasure by watching this tax write-off. Then, on the same paragraph he compares himself to Mike Leigh, Ken Loach and George Romero. HAHAHAHAHA oh stop it. Now you're just being silly.<br /><br />Do you enjoy this film? Are you offended by the above opinion? If so, you must be a member of said cult. Do they pocket your wages? Do they let you see other family members? Do they force you to watch Andrew Parkinson films till you think he's the best director since A.Hitchcock? Do tell... this sounds like a Panorama special brewing to me. And say hello to the critic of the LA times when you return to your colony, will you? 0/10",0
"I can't stand most reality shows and this one is worst than the one with Paris Hilton, and sure it's his company. But ""you're fired"" or ""you're hired"", for how many seasons now? After watching the show I wouldn't want to work for the guy with his ego and all and I think watching paint dry has more entertainment valve.<br /><br />I'd love to hear just one person get up and say ""Donald I quit and take some of your money and buy a decent hairdo"". I see he's even trying to buy fame in the wrestling WWE. I hope he gets hurt so I don't have to see his pathetic face anymore. It must be sad to want fame so bad and have no talent and make an ass of yourself trying to buy it. I'd give this show a negative mark if I could but it gets a 1 and it doesn't deserve that.",0
"I really enjoyed ""Candid camera"" with Dom DeLuise and I was surprised to see that after the years Suzanne Somers have becomed the co-star of the show. But that was the only positive side of the show - the whole studio, the intro, the hosts - all that give the new meaning to the word ""pompous"".<br /><br />Well, that would be OK if the materials weren't so cr*ppy - I mean come on, the best you can do is show few men that have problem with getting ketchup out of the bottle, Suzanne Somers walking with Halloween basket in July, ice cream place that sells only vanilla...? I've seen few episodes and each time it was horrible. They were posing like it's the greatest show ever and then fill the time with scenes so dull that I really felt embarrassed to watch. Even the people in them looked bored and that just can't be good.",0
"This movie is the most moving and funny movie I've seen in a very long time. As a housewife ( ""homemaker"") and a fan ( Rupert) I found it to be sympathetic . Anyone who misinterprets Dirk's angry outburst has it wrong. Kathy Bates is not really an actress I know but she is perfect , the whole cast is perfect for their roles. Julie Andrews had me in stitches .I am watching it after reading Rupert's auto-biography so the inclusion of her was even more fun. It is at times terribly moving .I am not really a fan of the type of music in the film but you get drawn in to the romance and find you are singing the songs for days .This movie deserves to be more widely available .Our favourite scene involves Dirk and a gun and his trousers , watch it and see !",1
"Brett Piper again makes a very good film that is trashed by the so called film ""experts."" it is low budget, but fun, and the leading lady is very sexy. I wish i could see more of Irene Joseph. Good viewing fun. I bought the DVD and enjoyed it. The special effects are stop motion animation, and much better than the computer generated crap they call effects today. I always enjoy Brett Piper movies, and if you liked this I recommend Bite Me, Screaming Dead and anything else he has done. I look forward to seeing more of his work and well as more of Ms. Joseph. I simply cannot see why this woman hasn't been in more movies, as her acting is excellent.",1
"In order for a thriller to elicit fear, suspense or any emotion the story must be believable. There is nothing believable or realistic about this film. The protagonists have several opportunities to escape or turn the tables but manage to screw it up every time. The antagonists who supposedly plan this out and customized their shuttle specifically to trap people sure left a lot of improvisational weapons laying around. There is actually one scene where the ""smart"" girl has a gun to the head of the main bad guy and decides to scold him instead of pull the trigger. This was a thoroughly predictably, brainless ""thriller"". Every character was one dimensional. The ""victims"" were the usual gutless, brainless sheep that deserved to be slaughtered. Is there anyone on this planet capable of writing an intelligent thriller?",0
"And I do not understand why the show gets so much beating. In my opinion this show really is excellent. Well the first two episodes were not that great but it picks up a load of momentum at the third episode. Which seems to be typical for a Steve Moffat sitcom. I would rate it among the best sitcoms Britain has ever produced.<br /><br />The show itself is a farce at its best, it is not along the lines of Fawlty Towers, but you definitely can rank it as high as a Black Adder, Coupling, or The Young Ones! I am watching the first season, and all I can say is that I am happy I bought the DVD!<br /><br />The problem probably with this show is and why it got smacked so hard, according to the internet, that the original press release compared it to Fawlty Towers, and everyone was disappointed it was not! Well even Green Wing is closer to Fawlty Towers than this show, all I can say is clear your mind from every prejudice, give the show at least a run until (including episode 3) and then decide for yourself!<br /><br />All I can say is thanks Steve Moffat for writing it and thanks for the entire staff pulling it off!",1
"This document truly opened my eyes to what people outside of the United States thought about the September 11th attacks. This film was expertly put together and presents this disaster as more than an attack on U.S. soil. The aftermath of this disaster is previewed from many different countries and perspectives. I believe that this film should be more widely distributed for this point. It also helps in the the healing process to finally see something other than news reports on the terrorist attacks. And some of the pieces are actually funny, but not abusively so. This film came highly recommended to me, and I pass on the same feeling.",1
"Talented screenwriter Alvin Sargent sadly cannot get any engaging ideas cooking in this artificial trifle about a wayward mother and her mature teenage daughter trying to make their lives work in Los Angeles despite mom's flighty behavior. Apart from several good sequences, I didn't quite buy Susan Sarandon as a flake (she's too intrinsically smart and focused to be passed off as this devil-may-care lady), and her naturally grounded personality is a bad fit for the role of an irresponsible parent. Natalie Portman fares much better as her kid, and yet there's a creepy aloofness to her work (and some of her scenes, such as the one where she asks a boy to strip, are misguided and uncomfortable to watch). Certainly not an incompetent piece, ""Anywhere But Here"" does have moments that work, but it isn't an embraceable film, nor has it proved to be an important one. ** from ****",0
"Don't get me wrong. I really love the ""arena-martial arts genre"", and I get more and more surprised over how many films like this there are out there. This one is one of those, and it's not even close to be one of the best. With Mathias Hues in it, I thought it would be good. He can't save this movie though, and to be honest, he wasn't very good either. Just don't pay attention to what other people say; The fighting scenes in this movie are NOT good at all. I really know what I'm talking about, since I have seen so many movies like this. There are also a bunch of scenes that have absolutely nothing to do with the plot whatsoever. I guess they added these only to make the movie last a little bit longer, in addition to manifest the bad guy as,uuuuuuh.......bad (like we didn't know that already).",0
"all i can say about this film is to read the back of the video case and then put it back on he shelf and pick anything else, i mean anything, a blank video, would be better than watching this.",0
"Set in Venice mainly on the Lido, Visconti's ""Death in Venice"" is a triumph of filmmaking combining the excellence of Dirk Bogarde's characterisation and expert photography of the resort area in all its various daily moods. For those who love Venice, this is a film to cherish.<br /><br />Mahler's music frequently heard throughout the film heightens the drama. The mood it creates is not always happy. But then what else would you expect with a title like that?<br /><br />There is not a lot of dialogue in the film. Rather sparse in fact. It's mainly background noises and chatter and laughter among the hotel guests. The intriguing part is to interpret the exchange of glances between Gustav von Aschenbach a composer of some renown and a slim teenage youth Tadzio who see each other from time to time across the tables of the hotel dining room, on the beach and at odd unexpected places around Venice. They seem to acknowledge each other's presence shyly at first with little more than the suggestion of a smile but later with a strong and riveting and urgent gaze.<br /><br />Each viewer will have his own interpretation. The composer has lost a child of his own. Is this behaviour an expression of yearning for the child he loved? Is it perhaps a sexual attraction towards this fragile young man with his dazed somewhat girlish stare? Could he be discovering some new inspiration for a yet unwritten musical masterpiece? Who knows?<br /><br />From beginning to end this film captures the true spirit of 19th Century Venice. The elegance of the ladies, the deck chairs on the sand, the children frolicking in their neck-to-knee bathing costumes, the glow of sunsets and a general feeling of satisfaction with the world. While some may think the pace is rather slow at times, the film has an overall gentle quality, but with a simmering indecision between two repressed human beings. Be prepared for a sad and beautiful ending.",1
"I believe that this is one of Elizabeth Montgomery's best performances in a movie, and I have seen most of her movies.I saw this for the first time on television when I was around fourteen, and I was so scared.I watch this movie every now and then, and I still enjoy it very much.I know that these days that this movie would probably not scare people too much.That just goes to show that the public movie and television audience has seen too much graphic violence in the last thirty years or so.I love movies that do not show the graphic details, you let your imagination do the work for you. The cast in this movie was top notch. Jess Walton, who played the sister in the story was very good, even though her part was rather small. She also played in a terrific made for television thriller around the same time called You'll Never See Me Again with David Hartman.I got the biggest kick out of Eileen Heckart's performance as the housekeeper. Eileen was so good as a lady with a very bad disposition.George Maharis who played the husband was quite effective.This story obviously had a lot of so called mistakes in the plot, but I love the movie anyway. I highly recommend this movie to people who love a good thriller without graphic violence.I gave this movie a vote of seven.",1
"Maybe this was *An Important Movie* and that's why people rank it so highly, but honestly it isn't very good. In hindsight it's easy to see that Chaplin (probably all of Hollywood) was incredibly naive about the magnitude of what was really going on in the ghettos, so you can't fault him TOO much for the disconnect that affects a modern viewer, but the disconnect remains.<br /><br />More disappointingly, the movie is just clunky; it's as if Chaplin had no idea that movies had progressed in sophistication since the silent era. The set pieces, those involving both the Jewish Barber and the Dictator, don't flow into each other; they just sit there like discrete lumps of storyline that progress in fits and starts, moving SOMEWHERE but never arriving at resolution. Some are funny, some less so.<br /><br />What charm the movie has is strictly in the person of Chaplin himself. His parodies of Hitler's speeches were the best part of the whole thing, and there's no denying that he had a physical grace that was delightful to watch. But virtually everything he surrounded himself with was ANNOYING. Hannah was TOO DAMN American. The Storm Troopers were TOO DAMN American.<br /><br />Oooh! Oooh! One more thing! I don't know what purpose was served by having Garbage be the source of evil behind the throne. It almost seems like the film is saying that, if it weren't for malign influences like Garbage, Hynckle wouldn't have been that bad a guy.",0
"Wow !! I didn't even know about this movie until I was searching for the name of another Mark Hamill classic (Time Runner). Some things are better left unknown. Mark Hamill's role is quite ... limited. I would compare his appearance in this movie to all those appearances of Vincent Price and Christopher Lee in those bad horror b-movies of the 60's and 70's. In those movies, they appeared in the the first and last 5 minutes of the movie. Memorable acting by Mark with such great lines as ""Don't try to run. You're under arrest."" Did I mention he says that EXACT thing more than once. Bill Paxton fell into an Uzumaki type spiral of drugs and booze after Aliens, because he ended up in this movie after waking up on the set after a binge session. The HAIR .. the HAIR !!! .. Priceless Bill. Truly should have been ""GAME OVER"" for Bill .. but somehow .. he got treatment .. and went on to better??? movies. This movie blows. It is more dull and boring than The Crazies. At least that movie was crazy... this is just boring. DO NOT WATCH THIS MOVIE SOBER.",0
"After the success of Scooby-Doo, Where are You, they decided to give Scooby and Shaggy their own show. But unfortunately, they added a new character that spoilt Scooby-Doo success forever. They invented a new show with a new title, Scooby and Scrappy-Doo. It was Scrappy-Doo that made this show a complete failure, probably for both adults and kids together. Scrappy was the stupid brave puppy that always looked ready to beat someone up. Scooby and Shaggy were getting scared of the villain, and they were also trying to stop him. Scooby-Doo doesn't need any little annoying bastard puppy nephews. If they wanted Scooby-Doo to be more successful, they should have either killed or never thought up Scrappy. This was just poor, maybe your kids will prefer it!",0
"Alain Chabat claims this movie as his original idea but the theme of reluctant lovers who finally get it together is as old, if not older, than Shakespeare.<br /><br />Chabat is a ""vieux garcon"", happily single and not wanting any member of the opposite sex to disturb his life. He has a problem, 5 sisters and a matriarchal mum - the G7 - who decide he should be married. Enter the delightful, charming Charlotte Gainsbourg and what should be a simple plan. Charlotte has to pose as Chabat's girlfriend and then simply not turn up on the day of the wedding. No more talk of marriage from the G7. Of course the best laid plans have a habit of spiralling out of control.<br /><br />There are very strong supporting roles from Lafont as the mother and Osterman as the tight-fisted brother of Gainsbourg.<br /><br />There are some fantastic scenes as first Charlotte has to charm, then revolt the family. French farce with an English.",1
"""One of Hung's better early efforts. The humor is dead-on in parts as Hung tries to imitate Lee's moves and facial expressions, and also in a bit where Hung pokes fun at Jackie Chan's Drunken Master. The action is also pretty good, especially when Hung takes on a trio on martial arts experts at the end. It's not the greatest film, but pretty good for '70's kung fu, especially if you're a fan of Hung and/or Lee. Be warned, though: most video versions of the movie have pretty shoddy quality. There is also a character in blackface which some people might find offensive.<br /><br />Sammo Hung is a rural swine-herder who moves to Hong Kong to fight off some bad guys. Sammo turns on his dead-on Bruce Lee impersonation when fighting! <br /><br />This film is often billed as a parody of Bruce Lee's ""Enter The Dragon"", but it's not exactly that... Sammo is a rural swine herder--obsessed with Bruce Lee--who moves to Hong Kong to help his relatives run a small open-air restaurant. Once situated at the new job, he is forced to defend the eatery from local gangsters looking for protection money. When Sammo switches into fighting mode, he switches on his Bruce Lee impersonation, which must be seen to be believed! This film is pretty sloppy, in many of the fight scenes Sammo battles against people who are obviously actors rather than martial artists, and there's one character who's supposed to be black who is played by an Asian man in heavy (and preposterous) makeup. But what this film lacks in budget and accuracy, it more than makes up for in atmosphere and energy. Highly recommended for a good mood.""",1
"The name (Frau) of the main character is the German word for ""Woman"". I don't know if that was intentional or not, but if sure got some giggles from the German audience at the Fantasy Film Festival last year, when it was shown.<br /><br />But those were the only giggles the movie got. Not that it was aiming for giggles, it's a horrible movie for heaven's sake! A horrible movie in more than one meaning. It's a shame that a premise like that was wasted with horrible even unbearable moments for the viewer (definetely not for the faint of Heart!!)! And it wasn't even necessary to show all the things that are shown. I'm not even going into a moral obligation (because movies don't really have that kind of task or function) discussion of what is shown here, but this is a new low on the whole ""torture movement"" that has grown in the last few years!",0
"This may contain ***SPOILERS***<br /><br />Where to start on this particular empty wasteland? Well it would have been nice if they actually had a plot. Acting talent, decent dialog, suspense, humor, hey even gratuitous sex would have helped this flick. Unfortunately there was only a lot of gore, (even that wasn't done well), shooting automatic weapons and missing.<br /><br />There seemed to be no reason to attach the basic premise, a Native American cursed to protect the bodies of the tribe he murdered, with his being tracked down by a Federal Special Ops team who dressed in civvies(?). Most of the time involved violating one of the basic rules of conduct in a Horror movie, separating from the group so you can be picked off one by one. You'd think this team would know better, especially because they are actually the third team sent to investigate, the other two teams disappearing without a trace. When they finally realize they're being picked off they make one of several stands and fire their weapons only to hit the trees a whole lot. Tree shot scene repeats endlessly in this movie to save money.<br /><br />When they're not shooting trees they're tracking this spirit who leaves no trail, (who knows how they're tracking it), and spouting a lot of macho BS. By the way, did I mention that most of this team are women? Interesting listening to them talk tough. Not very entertaining, but interesting.<br /><br />All in all, You can find better movies in the bargain bin at Kmart.",0
"It's rare that I come across a film this awful, this annoying and this irritating. It is without doubt one of the worst films I've ever seen.<br /><br />The plot, when it's not a blur of confusing and pointlessly over flashy editing, is ludicrous. Why did Domino become such a bad-ass tough bitch? Because her gold fish died when she was a kid and this ""traumatic"" event left her emotionally stunted, and hating everyone. When the dialogue is not clichéd or banal, it's littered with laughable lines such as: ""There are three kinds of people in this world: the rich... the poor... and everyone else"". At one point the bounty hunters have some guy tied up in the back of their bus who has a combination number tattooed on his arm. Because of a confusing mobile phone call, instead of rolling his sleeve up and just reading the number, they blow off his arm with a shotgun. At another point, the bounty hunters take a bomb to a meeting arranged with the mafia and threaten to set the bomb off unless the mafia let them go!? Clearly not going to the meeting would have been just too easy.<br /><br />Keira Knightley is unconvincing and dreadfully miscast. Mickey Rourke does manage to salvage some credibility from this mess.<br /><br />I have enjoyed some of Tony Scott's previous films, True Romance being one, but all I could think while suffering this drivel was that it must have been made by a complete idiot.",0
"The 1997 low-key indie dramedy Henry Fool would seemingly have been a secure choice of movies no one would bother to revisit for a sequel. A rumpled, dissipated drifter (Thomas Jay Ryan) strolls into town. His anarchistic rantings and delusions inspire a nerdy garbage collector (James Urbaniak) to write poems, while Henry half-heartedly tries to boink the guy's sister (Parker Posey). As the poet prospers, Henry declines. Nothing special about any of the characters or the story. A pitch for Harold and Maude's Ghost would have been quoted higher odds of ever making it to a screen.<br /><br />But Parker Posey ain't the semi-official Queen of the Indies for nothing'. So when writer/director Hal Hartley came up with a new incarnation for his cast, a film was born. Though we catch up with the same characters many years, they're in a completely different sort of dark comedy; this one's laced with espionage! Henry may have been an international spy - and possible double, or even triple, agent - for years before meeting the others. He's either dead or in hiding from agents and authorities of many countries. Everyone wants his rambling, incoherent journal which just may contain coded secrets that could destabilize nations and economies. Posey's Fay is either the wife he left to go on the lam, or his widow, depending on who's telling the truth. Fay's efforts to find Henry and/or the hotly-contested journals include a globe-trotting gauntlet of multinational hit-persons and henchmen at every turn. She never knows who to believe or trust. Nor do we.<br /><br />While herding these unlikely characters into Jason Bourne/Jack Ryan territory, Hartley's script retains the ironic deadpan humor of their first appearance, steering clear of slapstick in exposing them to physical menaces. His sly lampoon of the paranoia, duplicity and musical-chairs alliances of today's geopolitics starts to crumble towards the end. Even so, fans of the first movie will be pleasantly surprised by the novelty of Hartley's recycling methods. (5/18/07)",1
"I'm sure there is a documentary amongst the ruins of this Yawn-fest somewhere, given enough time maybe the producers could find it. I do not connect with any of the characters. This is a problem for a documentary. That disconnection soon festers into a complete animosity bordering on hostility. Although because of the poor story flow, I'm not really sure what is happening to them and what are the consequences of whatever it is they are trying to do. The story and faces jump around so quickly it is very hard to completely understand what is going on. The 3rd founder that takes them for $700K is introduced so late into the film, Khaleil and Tom have to backpaddle (fruitlessly) to explain ""oh yeah, this guy created the idea too"". And just when I thought I had a slight grasp on who all the tertiary characters were, some crazy woman in ranting about getting a puppy? What's up with that? Also, did Tom really have to give all those awkward speeches to the staff? I can only imagine the boredom they felt when it was really happening. Actually I think I feel for them.",0
"For the attention of Chuck Davis and Emefy: I saw PHANTOM LADY many years ago, when I was not yet a jazz buff. There is an exhibition going until end of June in Paris's brand new MUSEE DU QUAI BRANLY, named LE SIECLE DU JAZZ, not to be missed, with as a special entertainment NINE excerpts from jazz movies, including PHANTOM LADY's famous drums sequence. I've seen Gene Krupa - and Elisha Cook Jr - in almost all their film appearances, and I can confirm the following: 1.Elisha Cook Jr was DUBBED in the movie. That was some progress, since in most of his other appearances he was KILLED (mainly in Howard Hawks's THE BIG SLEEP). 2. Krupa probably dubbed Cook in PL. I could recognize his style, since he had already graduated from the tom-tom used (and abused) at the beginning of his career - namely in 1937's Hollywood HOTEL's SING, SING, SING sequence - and eventually got everything that was possible from what we call in French ""la caisse claire"". 3. The sequence from PL, at least as shown in the Museum,is not censored.harry carasso, Paris, France",1
"I just saw The Big Trail in Vienna's Filmmuseum for the first time. Immediately I was astonished by both the pictures optical high quality and unusual format and by its beautifully detailed story. Who has ever seen such a documentary style western with John Wayne? And there is so much time, you can actually look around on the screen, there is so much to see! One is ever grateful that the scenes are often static, because every single shot is so well composed and you want to take it it. Even the acting is good and fits in well. The long running time of the picture is wonderful, you don't want to miss a minute of it!",1
